text,label
smell to much,1
very good i like the product but heavy sounds,1
average quality polyester shorts,1
not good printing did not come exactly,0
this is not water proof and not long lasting i dont like,0
sound quality is best pubg play sound is best,2
west,1
was goodbut the joining are very poor,1
nice tv ordered,2
after washing only one timethe colour of the bottom part had become fade,0
the band quality only average,1
best blutooth device for car,2
this is a good product im satisfied with this,2
cloth is good but poor quality stitching very worst in stich and not delivery to door,0
useful product for single adult use and even for kids for school from home in todays times manual is provided for assembling and all material available nothing missing but it was a difficult task required 1 person help while assembling the holes were not as deep as the length of screws need to carefully screw one end at the same time keep other end in alignment had to unscrew multiple times to align maybe by reading my review others can avoid same problem by keeping these points in mind,0
it was so small,1
bad charger,0
very nice product in price range received the product well packed does all the basic job,2
2 hrs more than heating storage,1
nice product does the job well,2
connectivity of wifi is slow,0
wondarful this itams,1
size not good,0
i dont like it product,0
good but not the bestsound quality is goodbass is very poor even boat 650 has more bass than this build quality is ok expecting more loud from 16 w speakerfinally to my mind boat 1000650 is better than this,0
dont buy this shoes bakwas quality,0
sound quality very low,0
good as espected in this budget,1
not any effect,1
get at best price,2
very soft and smooth,1
very good producti luv it good soundgood bassthe quality is very good,2
very bad product i return but flipkart didnt dont buy it,0
cooking time 50 minutesvery long time,1
the ball was of good enough quality for this price but didnt received the proper box of nivia as shown,1
at the current scenario where a proper graphics card windows laptop is costing around 12 lakh at a minthis macbook air m1 is the best deal and i got it around 82k so i received the best dealso we can now say apple laptop is cheaper in price than windows,2
bogus waste of money,0
performance of product is very poor high vibration display timer is not there soap liquid pour tray is not available,0
handle is bending while ironing,0
music sound bass clarity is all great bluetooth connectivity is fine 5k i spent on this and its worth every penny but if we consider actual price of 8k or 7k then it needs some enhancements and with remote it lacks design the button layout to change the source is also bad,0
best in class classy look,2
best in the price rangedoes the job good entry level product,2
poor sound quality base absence while playing song if you are thinking you can talk usin this over call please dont purchase,0
first the plates were broken maybe due to shipping but replacement was very good the product is one of the best plates might seem a little small but yeah thats fine will update the review after few months of usage,2
nice thanks,2
beds,1
nice dresh,2
received memory card in good condition 64gb space good quality buy with confidence 5 star from me,2
tv is smart,2
nice productbut somewhat costly,1
this is my first dslr so i was a bit skeptical about this one but once i got that one believe me the first impression was marvelous light weight well equipped with functionalities and moreover the focus is pretty impressive only con i feel is the absence of auto flash but that can be ignored as the pricing is pretty aggressive and it gives better performance than its counterpart frok nikonand thanks to flipkart the delivery was before time and spot on,2
it takes max 5 mins to boil water completely makes little noise,1
budget washing machine with heater thats the best thing about it build quality is quite good to fix the vibration issue better buy stand its gonna cost you around 1000 the only negative thing is that it took 2 weeks to be delivered flipkart has the worst delivery system compared to other websitesif u have patience then go for it no complaints about the product its been a month since i have bought it,1
nice blanket must buy,2
poor plastic quality and i dont find isi trade markdont go for it worst experience,0
received in good condition and working fine but not sure about the effectiveness bought it with two years extended warranty no idea how it could be utilised availability of spares and service in trivandrum to be found out,1
i like this one because it was so speed,2
it is not a good speaker,0
worst product evercheating with cuatomer saying thata machine is made up of 105 kg but it is not carrying load even for 8 kg clothesvery very slow speed wash,0
item good after replacement accessories missing on first time delivery and broken seal took a while to replace overall bad experience with flipkart as the first time user,0
fan good but more sound while it running,1
great beast of computing,2
ok product with reasonable price,2
was good and better than what i expected to be,2
good quality as expectedsolid,2
after 2 3 time use it making humming sound and it is so irritating dont purchase this product,1
vari bad,0
sound quality is so balanced with bass and voice need to enhance in sound with impressive speakers with same price value and need to work on fm radio signal efficiency,2
good but very poor,0
the kettle is overall very good and looks durable but the stainless steel on the top which is twisted inside has a very sharp edges i have cut my finger skins while cleaning such a horrible experience,0
very badwithin one month not workingvery bad,0
nice productyou can go for it,2
awsm looking pent,1
fantastic work great product,2
not suitable for stitching jeans or any material sort of,1
as expected tq,2
nice product delivery very fast as usual thank u flpcrt,2
looking is ok but not comfortable frame size mention at 18 inch but really frame size 16 inch only pedeling is very hard pedaling sound issue disappointed body pain increase waste of money,1
zeb vita plus spekar money west buy not battery backuponly one hour play and power off automatically battery backup 40 and battery low and off automaticallyno sound quality no bassvest of money no buy,0
nice products i like it,2
i found my item as not running condition,0
very very worst quality,0
chrome cast3 works wonders i had an lg oled panel tv from 2014 which apparently was not smart even though it costed us a whopping 62000 long story short i was considering apple tv4k and chrome cast 3 bought both of them but chrome cast 3 is practical and is very useful small and doesnt need an external power supply every possible ios app that you need to watch your stuff is supported netflix hbo max prime video jiotv hot star hulu and for anime weebs yes it does support,1
okgood product,1
very very bad product do not purches,0
too much noise but working fine,1
not working bad prodact,0
good product and deliver man also good,2
broken pieces so i return,0
not real alan jones,0
there is some problem with the audio speaker,0
its overall good as per sound and assist quality but when it comes to the connectivity i am totally disappointedas i connected few times to wifi and enjoyed but after some sudden switch off it totally forgets the wifi and even after reset it doesnt shows the wifi which is just beside itits shows other nearby wifi but not the one present in the roomfor now its well packed and kept inside the box again and even didnt find any solution on googleplz suggest if ther,2
its not a standard size files can not keep it vertically not expected size but quality is gud,1
switch not working properly,1
not good not bad so so,0
very very bad never buy it,0
it got expiredthere is no ink on cartridge,0
poor qualiti,0
plates size is small,1
good product and delivery man also good person,2
okgood,1
product is very good and touch is fine all programs in nice to coooook we like it,2
didnt used too much till nowmain product is sturdy and nice finishedbut accessories are not finished properlybajaj should work on accessories finishing,1
cant thank you enough flipkartn go fr it buyers,0
just amazing go guys grab it,2
water hitting 15 20 minutes and gijer kit not available,0
the product is good but it not flexible and it do not bend ad it is shown in image it is stiffit is not easy to clean fans with this overall the product is good for normal dusting purpose,0
got defective product from the seller name electronic hut product looks old and all the paper work was not proper,0
not charging properly,0
very good product and specially the packaging was wonderful im happy with this product,2
open box and old remote,1
nice football and nice grip thank you flipkart,2
woks as mentioned no ashes left nice one,2
products not good,0
good juiceuse it everydaymakes good sweet lime juiceperfect for fitness freaks like me,2
hated,0
this product is wo batterynot working at without power,1
it heats up very fast,0
waste of money i am disappointed,0
not satisfied with the colourbut overall its good,0
overall experience is goodbut taste not as good as aquaguard water,1
pro speed is goodworking wellrange is preety gooddownload speed is also goodconwhen electricity cutoff it take 34 min to start againit may heat up if u continuously using it for many hours or days solution so i turn it off at night and start again next morning,1
i have been using this oil for a little under a year and all i can say is that it is amazing the oil smells great,2
not at par quality,0
not setisfied,0
jar lids are became loose after few dayswaste of money,0
too light in wieght and thin,1
plates are 10 incheslittle small quality oknot bad,1
this product is not good but not bad,1
product packaging was good and delivered on time by flipkart the dinner set quality was excellent i was disappointed with the size of dinner plate it was one inch smaller,2
hmmm nice product,2
best in quality,2
nice but size is small,2
the best make in india,2
its bad product and i will advice not to purchase,0
print not available size is lately smallcolour did not matchwrost money,1
nice product and great delivery experience,2
color is not same,1
not goodpoor material,0
some keys started registering twice for a single click some rbg lights from keys stopped working after 67 months of usage,0
nice but need more soft cloth and a little perfect fitting other vise everything is amazing,2
dont buy this product waste of money very very poor quality after one time use the clamps will come out,0
grat product from tp link,2
the styling is impressive in metal and black lots of accessories motor unit power is good but the quality of outcomes like dough making chopping etc isnt as expected for the price i paid still more items to try by so far im not extremely happy,2
good product but battery not available,1
quality is really good and very helpful product,2
very light quality made with fevicol and gum,1
this route is not good signals rage is very lesswast product better bye netgear router,0
nice product and low price,2
mind blowing purchase,2
ok but not cleaning much better,0
its good quality u can consider to buy,2
this is not vanesaand product is not justified this price,0
nice but for mee not fit size so i replace,0
vryvry gud,1
very good product must buy giving the review after usage satisfied,2
nice collection my daughter loves it,2
its quite confusing to use when there is no wifi available also doesnt support hevc codecsomefiles works through vlc however some files got issues are still there,0
this is worst product of mivi when i heard about this is made in india then i am so exited to buy this but when i use this product of 2 3 days i hve several problem1connectivity issue2that minus volume is not working 3now this day the volume is too low i have worst experience ever,0
worst wast of money perfume wont last a hour too,0
speed is little bit slow,1
very worst wickets,0
nice product but price is high,1
according to a normal table this is good enough n also have a great look but small in this price range,2
excellent speechless,1
its really good perfect,2
worst product asking for replacement they sent defect productbe careful,0
its tight not up to the mark,1
overall a ok machine needle is breaking very frequently and found it noisy havent received demo yet hence tried sewing by my own,2
its so hard for kids,0
cheap price and performance,1
not uo to satisfactory label,0
wall mount not given in pack and taking charge time of installation 399,1
nice product but sheeds quantity so less,1
good and go for it,2
happy with the delivery product is no doubt good and the packaging was also good today,2
nice and we can easily adjustable but price is too high 300 rupees,1
overall is good but display is not goodreasonable price and look is very nice,2
system is working very slow,0
normal gloves but life time less,1
brought this product after much of survey and research got it installed from faber support it is working as expected hand gesture is good and led lights are good,2
it is not cotton stuff,1
review after first use i have a tiled floor at my home so i decided to get a flat mop instead of the round one the drying section can be a bit tricky at first but you get the hang of it once you actually use it you have to apply pressure while inserting in the drying section because thats how its gonna dry few problems i faced and would like to highlight upon are 1 the white material attaching the mop handle with the mop head is made up of really cheap quality plastic compared t,1
bad quality and not fit size,0
good product worth price,2
plates are ok but the quarter plates n bowls are small in size,2
led not working,1
ok satisfied,1
love itsome seeds are growing,2
tv exlent picture super,2
i got the product yesterday so forgive me if this review would provide zero information about the products performance frankly speaking i have no idea how to tell if it is doing anything except for the numbers on the mobile app anyhow here it goes the product is huge so you would need to find space for it packaging is good so it should arrive undamaged you need to open the back panel and take out the cord attach it to the power source and its ready for operation you can use t,2
very good quality perfect charger for pixel 6a,2
ok good product delivery is good,2
its amazing thanks flipkart,2
size of pillow is smaller what is mentioned,1
within 15 days shoes sole damaged very bad quality of sole its fully lose of money,0
really its a good product buying juicermixer and grinder seperately is really expensive this food processor will work for all purposes with affordable cost,2
thickness is low,0
very good should buy,2
product is overall good i liked the metarial quality i hated that connecting pipes were plastic where it was shown to be metal but its okay overall i liked the product,1
bekar product,1
naice product,1
it stays shaky quality not so strong,0
we tried to return the product but i did not see the proper resolution from flipkart i tried multiple times to return but failed performance of this mobile is average and camera quality is worst,0
nice i like,2
dont waste your time on this they deliver goods which doesnt work flipkart is not trust worthy and they impose you to keep the product if you dont want it also the service is very cheap,0
nice one with good quality in affordable price jars were good and motor is strong you can go for it,2
very nice p,2
qlty is ok not sure how long will it lostand you cant find it closer to crogs clogs,1
good prduct for small family i m reviewing after using 1 month grill bake toast every thing osmthanx flippant,2
dont buy worst item not clean clothes get many more time killvery bad product,0
after 10 days fail no signal,0
very softly cushion,1
real product,1
received used product but in working condition,1
unsupported plug,0
up to my choice,1
worst qualityonly dahlia and marigold seeds germinatedlast year purchased this same seeds and got good resultsthis time its failed to maintain same quality,0
didnt like two features1no water level indicator2 no tds adjustment,0
easy to cast mobile to tv but not everything you can only cast content in which casting sign available not video games,1
dont buy worst phone problem with mic cant hear what other person saying in call,0
its really a good deal,2
worst cooler ever poor cooling fan speed is too slow even my normal ceiling fan provides better air worst product from maharaja and flipkart sad part is they do not refund the money as well only replacement option is availablevery disappointed from flipkart,0
battery was not providedrange of remote is not sufficient as per given in detailnot running properly,0
not a very bad product but in this shoes the shol of the this shoe is very hard but overall good,1
clothpoor,1
good product liked it,2
cover was darty,1
non sticky non greasy light hair oil,1
its very cool and affordable i gifted it its very surprising,2
looks goodbut quality not upto the markthe bottom doors starts hanging downwards,1
very bad product i am very sad buy this product this product is very very quality,0
product is good but the delivery system is very bad almost one month is taken for one product really thats was very big problem i think they should work on about their delivery system,1
good qualityas expected,2
remote not working,0
its too small in size,0
tird class productdont buy,0
low quality west of money,0
damaged produkt,0
quality not properly,1
colour gets changed after using 6 to 7 months,1
good excellent,2
light indicater and l1 l2 not showing product,1
excellent for the price,2
its gud but bat is heavy,1
dish washing product see is good,2
the transfer speed is very slow 20mb transfer per second and,1
best m1 processor ever,2
good battery pickup,2
just awesome i am not a pro but as my first football this is just great,1
cost is very high capacity very low this product disappointed me,0
waste of money very bad product,0
the grinder is so good its so smooth it has a normal sound and copper winding,2
the quality has dropped than last year the cushions are weak in the name of adding softness they will be flat soon manufacturer should improve endurance if the batch circulating now,1
its an amazing product,2
to much time for heating water,0
everything good but cant turn off light disturbs sleep at night,0
size is small its not medium,1
drum size is little bit smaller,1
very bad quality and made in bangladesh,0
size is too small,0
this product is not stable one place,0
very cheap soal,1
all over good but volume bottom is too bad not working any function,0
basic dslr,1
worst product i have ever bought with flipkart,0
value for moneyvery good sound qualitybest bettery backup,2
very nice but scared to change the plates,0
its value for money can buy this product,2
amazing product best bass and treble small packet big explosive product ps i got it for re1 after purchasing google pixel 4a check out my photo its beautiful,2
it was good but i am not satisfied because it was 18 pieces of set but i got only 12 i did not get the 6pieces of bowl not satisfied with with these set,0
plastic quality is not goodpoor plastic quality,1
its colour has been faded,1
good quality im happy,2
smooth ball,1
this is my laptop laptop is premiumonly battery problem but charger is very fast,1
rate is some high performance is good,2
high tech ups with compact design,1
nice bycycle nice,2
device is very handy i am getting very less data speed not sure if it is a problem with laptop or with this hdd itself out of 2tb we get 181tb for use,1
single sade blanket wast of many,1
superb till now awesome installation service product durability till now going good look wise design very good go for it,2
nt much good,2
nice look and best working,2
cast screen worest,0
nice product with easy use,2
awesome product value for money same day installation thank u kent and thank u flipkart,2
good and fit product,2
not recommended at all,0
good product low cost thanks to flipcart,2
mic is not working properly google needs to upgrade its mic,1
waste quality,0
this is a great value for money awesome product,2
soso,1
product is good but not shockproof,0
benifits experienced1saves water2with long time cycles like auto cleaning is better than hand cleaning it adds a new shine to old steel pots and disheslimitations1 takes long time of 3 hours for good cleaning by auto mode2 turbo mode has short time duration of 1 hour but it doesnt clean properly3 on power cut machine dont resume from where it stopped4 cost of device is more5 detergent rinse aid and salt is not easily available in local marketand its very costly,0
not user friendly my baby fell down multiple times from this chairit is very light weight dont recommend this,0
cheap products,1
it is not velvet carpet,1
over heating louder and not for multipurposebest for sofa and car cleaning thats it,1
size very small than mention,1
good but pipe r so bad quality,0
the product was okmiddle was not fit correctly and will break soon,0
excellent keyboard got it for 29k worth the money,2
easy to understand after reading ncerts of class 11 th and class 12thcolourful pictorial diagram makes this book intresting to readthis is the best book in market in aspects of quality of pages,2
ok okk,1
after six months its not keeping hot,1
poor quality tyre proformance is not good needs improvement,0
nice i am happy,2
yes im happy the set is really nice i will gift my mother in mothers day and i know she will be also happy thank you flipkart for deliver my product safely,2
bad dont by,0
product size is small its not good,0
very sleepy,1
i need a demo to start the machine the one star is given as interim score once demo is done i will give final rating,0
at this price its very good product,2
very noiseeno demo givenno clarity on products not efficient at all,0
every thing was good but no lock and key,1
very good swing machine good quality and silai good,2
excellent works very well,2
the product is fine actually all perfect ireally loved it the washing process is all good thank u flipkart to give agood product,2
not good this time,0
product is faulty liquid to test is not available so testing was not possible could not complete the test test kit purchased through other mode was complete and in good condition,0
no charging working waste product,0
power full motor,1
very good experience at all,2
received in not working condition,0
worth for money perfect installation by the agent,2
ok one,1
only works for mobile but not working in computer system,1
hdmi auto display can be enabled by1 downloading the new system update from about option in settings2 after downloading and rebooting the mi tvunder inputsthe new option of stay on the previous source will be available and enabling this option can start tv with direct hdmi auto display,1
cloth material is poor and colour of the trousers are faded awayfully paisa barbad product,0
so think cloth product not upto the mark its looks like a cheap one size is not fitting,2
the aux isnt too good i prefer using bluetooth with mobile since it gives better output bass is good according to price tag and noise cancellation is also satifactory design is really good looking and battery gives more time that company claims lol for my case atleast go for it,0
some parts damaged but ok,1
product quality good but hight does not fit the thumb properly,1
waste of money not good,0
after one wash all thread removing from the mat,1
good overall but this laptop has very very low speaker volumemy mobile speakers is louumder,0
after getting received this tv at my home installation person came and gave the demo at that time tv started but from the next day regular some problem occurs and after repair request also no one is responding or the repair person didnt come to check it so i am really unsatisfied and frustrated customer for this product,0
good deal to zorp brand,2
its an easy to use device which helps transform your nonsmart tv into a smart one ive using this on a bravia 22 inch 2013 model so i believe its quite useful for someone who has been stuck on a nonsmart tv,2
didnt get the mentioned color dress nd i didnt like the quality much,0
product is not working,1
no words to describegreat producton time deliverydelivery boy covid precautionsfully hygiene,0
only issue was that one of the leg height was lesser than the others didnt want to get into hassle of replacement so did some desi jugaddoes the job at this price,0
nice productsupper bass,2
nice and the product is fabulous and looking royal,2
powerbank discharge very soon and i think this is not real mi power bank and they dont give me usb cable,0
sound coming from fan while running and the speed of running is worst iam not satisfied,0
nice products this range but only chimney no pipe,0
small size bada dhamaka,1
working fine but should provide adaptor to connect with general tap neither installation guy bring and not easily available in market remember one thing dishwasher is not safe for aluminium wooden and non stick dishes it only clean good for steel dishes,2
the quality is not so good,0
print quality not good very bad dont waste your money,2
item ok,1
good product for short family less noisy values of moneycheaper than outside marketneed to improve jar handle quality,2
kinda okeysh stich quality is ok gd for middle class ppl,1
only one mode bluetooth only connected,0
this cycle is like a toy its not sturdy and not worth to buy cycle parts are not strong enough not suitable for long life breaks are not working after too muuch of services still breaks are not at all working apart from look nothing is impressive in this cyclewasted,0
really this art kit was amazing for kids my child love this,2
nice study table my 4 years daughter love this,2
its so small not a value for money,0
worst product just after 5 days of delivery the product got broken i dont recommend this to you,0
very niceworth for manybetter bat qualitycomfortable to handlethanks you flipkart,1
it do not have battry,0
5 month purchase but not work fails not product success,0
within 6 months i had issues with the processor and its been over a month now ive not received service,0
not proper cooking,1
best product in budget,2
value for the money best quality good product,2
very nice and worth full product,2
one of the best solo oven in this price no any ecommerce site is better than bestkart,2
it is good product 1 or 2 persons,2
good and worth buying for home use,2
wrost prodect internet is vary slow supply not bye this prodect very very bad prodect game ping is very very slow,0
worst mixer grinder i have never seenit worked only for 10 dayswaste of money there is no support for customersdont buy it please,0
cycle was ok ok and brake and rims was so badthe brake was making unpleasant sound,1
quality is good but the bowls and plates are small in size,2
nice mobile,2
dont buy this tv worst display,0
it was a good product worth,2
this is warast wast of money,1
not that great but can be used only for decorative purpose not for support,0
waste productdont buy itnot fixing wellwe can use it for sitting onlynot for study chair,0
product quality is very badit is not getting proper fit to 42 inches led tv as it is small in sizealso not delievered as per mentioned specificationssize is small in cm against mentioned sizerecommend not to buy thistotal waste of moneyinstallation is also not included,0
dont think buy this ballthis is best in the marketit also has a inflating niddle but delivery was very delayed,1
not so good its like a photocopy of original but if you value variety of questions rather than focusing of quality of pages of book then u should definitely go for it,1
first impression is last impressionpacking was so bad,0
its loose material also not dat gud,0
good but not a best,1
its too small in size,1
i purchased this product and in our kitchen for more than a month it is indeed a powerful mixi saves a lot of time compared to my old one even i could exyract all kind is vegetable soups with the juicer but only horrible thing is its noise the sound just like some one is drilling a conctete hole with a drilling machine also the lids of some jars are coming out in operation so need to be careful while using it by keeping a hand on the lid apart from that everything seems ok,2
wrong description given here this router doesnt have usb portother configuration are correctworking with jio fibber connection jio router lan cable d link router wifi lan full speedi used this to use on ground floor of my house as my jio fibre is in1st floor,0
very nice beautiful look and super quality,2
its soo good,2
very beautiful set i like it,2
outfoolw very slow,0
awesome products amazing sounds quality if you are bass lover then close your eyes and go for it this product well shake your house,2
great cycle diet consultation is very motivating and helpfull great service for installation,2
fabric is not as per standard not recommended at all waste of money,0
wow its awesome quilty is so good,2
thq for every thing,1
hard and durable mats good product,2
best for small spaceeasy to install but the fabric quality was not good otherwise product was good,0
after few days printer showing cartridge is incomplete,0
statisfied,1
off the hook needs more to work on quality details are mind blowing,1
one of the best sound bar in the modern segment dont think just go for it you will love the sounds,2
very thin material and its not for heavy winter,1
can we connect directly to solar panels,1
while cooking rice all the vapours are coming from the side of the covering lid instead of the vapour hole no instructions as to quantity of water to pour on rice,0
ball is fantastic,2
i like this machine,2
very beautiful sofa can buy it for kids,2
so so quality,1
it takes too many times to got 1 charge 7 to 8 minutes,0
waste of money not at all grinding properly down part remain same even after 12 hourwaited for 9 days for product service no one attend properlyvery noisycap not fitting properly it make too noisy,0
never buy the product got damaged within 2 month of usage,0
superb product must buy and use this product,2
value for money cyclethanks leader dealership india for providing me this cycle,2
delivery time late bt product very good,2
small size received,1
super my kid very happy,2
quality is not god,0
nice but this is short it need to little bit long,1
very nice sandal,2
very noisy else ok,1
okay as per the money,1
my suggestion to everyone whoever thinking of buying a big no from my side this mixer motor is super fast which i feel is really not required it scares people with the sound the smaller jar lid does not fit properly due to its speed lid sometimes opens up which makes your fingershands fall into the jar imagine how it will be if your fingers fall into the running mixer unfortunately it happened to my mom she lost her two fingers and it happened twice luckily the second time sh,0
size is very small can cook food only for 3 peoples,1
very comfortable for summer,2
very worst pigeon wet grinder dont buy very worst product,0
very small plates dont buy not worthy,2
quality is not there dat much,0
not work waest of money,0
its good but page print is less,1
its worse it keeps hanging and some times it restarts on itself this started happening after 3 months of purchase,0
using for a month now and it is working properly,1
hi reviewers i ordered two products at a time one is rapid plus and rhino plus both are superb and excellent working as of now lets see how they are in future,2
no of very good quality but once you can order and check,1
not work well mobile google assistant work better than this onenot hear properly not do proper work total waste,0
nice phone price so good,2
avarege,1
its too small bag,1
dont get this productabsolutely you can try some other with this price range may be boat or something like thatand i am sure that this product can not be compared with 5 w boat speakerthis is 15w but looks like it is 3w battery backup is not so good i placed the order for return but missed it by one day of the return policy its an honest review,0
material is thin,1
offter 2 month the shoo will be flat y,1
super buget tv but small hang,1
really an awesome product everything is so nice complete package in this price thanks to flipkart for delivery in time and also installation is done on next only picture quality sound quality connectivity everything is so nice i am completely satisfied the only bad part is that the person coming for demo have no knowledge about the tv 1 he said you can transfer image from pen drive to tv memory but later when i said please transfer data from my pen drive to gallery he failed t,2
nice products faste delevery,2
sounds quality very good,1
water circulation is not there on one side of cooler,1
good quality product must buy,2
its a amazing product easy to use,2
firstly i get damaged products then they replaced it good product,1
sound problem connection problem,0
goof,1
price ke according good quality h,2
the quality of the product is good but the size is not size 10 is the biggest one and it didnt fit properly if you are well built with larger and wider feet i would suggest you to go for 1 size bigger,1
its a great product in this price range i loved it,1
dont buy this product small jar is not working after one month and the switch also not working,0
installation process knowledge not to installation person very bad experienceoctober 2020 product deliveryinbuilt heater not workingflipkart very bad pletform to on line shoppingtechnicians not visit and receive the massage your complaint solvenext time not any item purchase to flipkart in my lifevery bed experience for flipkart,0
west micno sound qualityvery very bad,0
clothes are excellent,2
superb meterial very nice,2
good quality but took 25 days to deliver,2
fantastic watch and awesome quality,2
very bad product totally waste of money,0
price is to high,1
very poor quality i am not satisfiedall body is plastic material,0
best item in this rate quality and quantity both welldone,2
the quality of the product is good and designed is fabulous thanku butterfly for making such a amazing productand thanku flipkart for delivery before time,2
stuff is not good it is local,0
size is small but quality is ok,1
not working very disappointed,0
great build quality does what is supposed to for the price cant ask for more basic no frills oven highly recomended also yall bitching about demo driving lessons dont come with new car neither dressing lessons come with new clothings if you cant figure out how to use it then probably its not for you it doesnt deserve 1 or 2 stars for yall being so dumb,0
very nice sd cardi got 64gb out of 64gbmust buy this productdelivery very fastthanks flipkart,2
over heated,1
need filling in corners and 100 same product as flipkart smartbuy cushion i ordered both of the brand to check which is better but in both side i received flipkart smartbuy cusion,1
good watch thanks flipcart,2
product making lot of noise vibration and too much heating issues tried returning it but return period over as i was hospitalized please return it,0
its ok not good,0
it is not 15tb it is 136tb and transfer rate is very low20moresec,0
excellent product minimal price,2
super performance and very friendly machine power saving and easy to use and cleaning clothes very efficiently,2
the product isnt bad you can consider buying at this price range,2
stopped working within 2 months,0
it is awsome and specialy its auto cooking,1
i have been covid positive in oct 2020my entire family got positive in april 2021 than i tried to buy oxigen concentrator since i could not buy oxigen concentratori had to buy air purifier air purifier may help only 10 to covid infected patientoxigen concentrator can help 90 to covid infected peopleoxigen cylender will help 100 to covid infected peopledont buy this product for saving life from covid 19 it wont helpif you want to clean your room air upto some extent thi,1
good priductgood packing,2
waste productwithin one month its not working,0
not as expected very poor quality dad after two weeks,0
amazing book,2
low quality product i m not satisfied,0
good product no doubt,0
goog,1
water level indicator is in a dark tinted glass it makes almost impossible to view the level hence 2 stars since i purchased it recently cant decide on experience until i use it for a long time,0
installation not done by flipkart since last 8 days after delivering the product no one is listening my problem from flipkart worst service ever tried many times to connect with the installer no response till now so sad,0
nice fabric ver comfortable and looks good,2
later,1
very very light weight and its weight only around 500 gram,1
thanks for flipcartthere was no starter packgift when i first bought itcontact flipcart customer care good help and return and replaced my order then second time one got all the items and well supported flipcart teamgood product ifb,2
the geyser has not been installed even and customer care keeps asking to wait and wait it is pathetic in one year its equal to garbageso please dont buy if you are planning to it just shows red light and not heating at all,0
i got small square glass container instead of big round glass bowl but plant is in ok condition means it is not so good condition,1
nice hand gloves,2
nice fridge for middle class family,2
grinds very well but the product could have been sturdier the outer plastic used is not of good quality considering the price point they are selling is a pretty good deal,1
pros 1 i wont talk abt bass cz its amazing really thumping bass 2 backup is good lasts nearly 12hrs for me 3 design and build quality okay but not great it should be better 4 headset will turn off automatically after 10m after disconnecting from bluetooth only 5 additional plus point is wired jack useful when battery dies cons 1 biggest con is cushions are not comfortable at all to me and ears get lot of paining after 10m of listen for me i dont hw other feels,1
i dont like this product it is may be good for hotel rooms but not in home,0
build quality is really good,1
review after complete test 1 connectivity with phone is great 2 voice quality over the call is also good 3 whenever we make any call we do not get any dialer tone and only gets the second person voice if the call gets picked 4 bass booster button just changes a sound little bit it basically lower the sound and increase the bass in that 5 wire size and quality is good hope this will help to take the decision to buy this or not,2
an complete all rounder but the battery backup is a little less,1
very very useful gadget,2
very dark and smooth,2
motor getting heated in first time itself,0
not good product use less product,0
washing machine is best in this price point as of now but the jeeves installation took 5 days this is the only reason why ive given the 3 stars,1
good quality must buy thank u flipcart,2
not a good productfabric is transparent,0
very very poorworst of money,0
vgood,1
it is a very good product i love it but it has low range wifi adapter and doesnt catch hot spot of phone when it is kept 1518meters away,2
best to gift for family and friends,2
super company but with battery no,0
cloth quality is poor,0
wrost,1
good product i am very satisfied this bicycle,2
zero quality product it got broken within 1day better dont buy this,0
picture colour quality could be better not that vibrant and is whitish means no colour,0
camera isnt working nearby share also not working,0
the battery backup is less although it is value for money you can go for it,2
my opinion it not good all seed r grow but growing 35 day it wll diad,1
good qualitybut small in size,2
good but price are very high,2
not bad fit is good,2
best of quality of bermudas under this priceperfectly fitseasy washabletying threads are good qualitycolour dont fade after a long wash,2
loose stitching after 2 months of use,0
not bad and not good,1
okk okk,1
didnt get any notification message or anything waste of money,0
not meet the expectations,1
this bluetooth speaker is not good sound,0
facing no issues even after 20 days of usage ideal for the family of 58 members good n instant heating in 5 min,2
its nice and comfortable clothes dont thought more just buy this,2
table is good but its stands are not stable,0
its first time when i am not satisfied of product i really dispointed,0
very good value for money fridge,2
thanks for the quick delivery than the schedule and quick installation,2
the hard disk got faulty after 2 months of purchase it cost me 15k to get my data recovered would never buy this hard disk again dont fall in the trap of a little discount,0
buy at 1499,1
hard and bouncy but pretty good for a price like this,1
no battery no vibration no any quality,0
ok ahe sagala,2
not working after 1 hr,0
ok but normal,1
good product thank you flipkart,2
10 germination quality,1
excellent qualityi like it very much,2
cast not working dont purchase this productok for normal picture,0
base on kettal plastic not up to the mark,0
i love this mop,2
good camera starting range dslr camera for beginners,2
working very smooth,1
worst quality socks zero comfort torn on first day of wear,0
its ok not bad,2
please do not buy here firstly flipkart doesnt do for delivery for this item we had to pick it up from the nearest hub more than 20km awaysecondly the seller is selling either factory second or defective pieces the inverter did not function at all upon installation the company technician arrived after two days of persistent efforts to say that motherboard is faulty he then went away for a few days saying he will fix it once new motherboard arrives after five days or so he ca,0
very good productbought it for 95 rupees,2
hot oven,1
average build qualityok when you compared with price,1
without shoulder pad its blunder drawback,0
size is too big,1
first thing its not for car its not car portable not for apartments if you are in individual house then you can use it,0
its not so big,1
one of the best laptop for gaming have been playing some high graphics games and the performance is very smooth you can do multi tasking at ease the only drawback is the battery while gaming you get battery for 3 hours and without gaming it goes higher upto 6 hours rest assured this is a beast and worth the value,2
must buy for those work from home soon im buy another one for my brother ps need wifi,2
fully made of rubber light weight football no steches r there fully different kind of football but the football is good,1
value for money does superb jobgreat buy,2
very poor condition also very difficult to run it,0
aditional eating place properly not holding,1
finishing of bars ms rods are not good,0
look and feel good lighter then norml cycle easy to ride value for money cycle,2
second jar is small,1
